,latitude,longitude,time,distance,station
60,46.65589473684211,8.582105263157896,14220,0.4723303475701021,"Spränggi, Göschenen"
61,46.65589473684211,8.820842105263159,22860,0.6982800370191709,"Plaun Grond, Curaglia"
62,46.65589473684211,9.059578947368422,25500,0.9306366758945633,Piz da Vrin
63,46.65589473684211,9.298315789473685,14040,1.165574877259053,"Bändlabärga, Thalkirch"
64,46.65589473684211,9.537052631578948,14640,1.4017972485461718,"Lanagn, Stierva"
65,46.65589473684211,9.775789473684211,24240,1.638748552134392,"Alp Stuls 9, Stugl/Stuls"
66,46.65589473684211,10.014526315789475,18240,1.8761526237943171,"Alp Dros Bunom 8, Chapella"
67,46.65589473684211,10.253263157894738,15840,2.1138569199391952,"Plan Crastalöz, Zernez"
68,46.76063157894737,6.67221052631579,8880,1.4774904000010018,"Ch. des Bioleyres, Pomy"
69,46.76063157894737,6.910947368421053,10140,1.23917410338686,"Les Côtes, Marnand"
70,46.76063157894737,7.149684210526316,7320,1.0010582373023669,"Sur le Riau, Ependes"
71,46.76063157894737,7.38842105263158,11040,0.7633303937313128,"Rotehole, Rüschegg Gambach"
72,46.76063157894737,7.627157894736843,5760,0.5265164243153948,"Thun, Sternenplatz"
73,46.76063157894737,7.865894736842106,13980,0.2928418680969701,"Trobach 476, Habkern"
74,46.76063157894737,8.10463157894737,15600,0.09101502021075603,"Oberweng, Brienzwiler"
75,46.76063157894737,8.343368421052633,17160,0.2116640443112436,"Ds gross Band, Innertkirchen"
76,46.76063157894737,9.059578947368422,13440,0.9155866022641417,"Carneglias, Danis"
77,46.76063157894737,9.298315789473685,20640,1.1535939485897844,"Laubwald, Valendas"
78,46.76063157894737,9.537052631578948,11820,1.3918511880790745,"Rungg, Churwalden"
79,46.76063157894737,9.775789473684211,18180,1.6302487604191205,"Chummeralpstr., Davos Frauenkirch"
80,46.76063157894737,10.014526315789475,15540,1.8687329588509467,"Grandanas, Susch"
81,46.76063157894737,10.253263157894738,18960,2.1072743726672933,"Sur Plan da Funtanas, Tarasp"
82,46.86536842105263,6.67221052631579,12420,1.475510656691099,"Ch. des Vullierens 10, Fontanezier"
83,46.86536842105263,6.910947368421053,9540,1.2368129504571441,"Marais de Moraye, Grandcour"
84,46.86536842105263,7.149684210526316,9720,0.9981339641474984,"Marotzen, Barberêche"
85,46.86536842105263,7.38842105263158,7560,0.7594913468288358,"Erbsmatt 294b, Oberbalm"
86,46.86536842105263,7.627157894736843,7020,0.5209350832759747,"Mösli, Freimettigen"
87,46.86536842105263,7.865894736842106,15480,0.28268387931468797,"Grosshorben 103a, Eggiwil"
88,46.86536842105263,8.10463157894737,16020,0.0493715486676504,Riedmattstöckli
89,46.86536842105263,8.343368421052633,16980,0.19737143554240555,"Platten, Grafenort"
90,46.86536842105263,8.582105263157896,20640,0.4352745993911021,"Chohleren, Seedorf"
91,46.86536842105263,8.820842105263159,16320,0.6737677862133848,"Äsch 25, Unterschächen"
92,46.86536842105263,9.059578947368422,11580,0.9123884272388999,"Obererbs, Skihütte"
93,46.86536842105263,9.298315789473685,21420,1.151057259278116,"Crap, Flims Dorf"
94,46.86536842105263,9.537052631578948,9480,1.3897494542798026,"Carmennaweg 23, Chur"
95,46.97010526315789,6.67221052631579,16560,1.4809541269435866,"Combe-Vuilliers 10, Travers"
96,46.97010526315789,6.910947368421053,7620,1.2433019353804402,"559844,202250"
97,46.97010526315789,7.149684210526316,8160,1.0061634253375753,"Erlenhof 1n, Galmiz"
98,46.97010526315789,7.38842105263158,5820,0.7700133336573605,"Aeschacker, Hinterkappelen"
99,46.97010526315789,7.627157894736843,6960,0.5361592945104927,"Stadelweg 27a, Bigenthal"
100,46.97010526315789,7.865894736842106,11400,0.3098444831308824,"Ober Seltenbach 118a, Trub"
101,46.97010526315789,8.10463157894737,8160,0.1361285345549741,"Geuggelhuse, Finsterwald bei Entlebuch"
102,46.97010526315789,8.343368421052633,8400,0.23462504484882374,"Rotzwinkel 1, Stansstad"
103,46.97010526315789,8.582105263157896,11100,0.45338438986948704,"Fruttweg 8, Seelisberg"
104,46.97010526315789,9.059578947368422,14460,0.9211656041460276,"Hüttenberg, Haslen"
105,46.97010526315789,9.298315789473685,12480,1.1580268745754956,"Scheubsberg, Weisstannen"
106,46.97010526315789,9.537052631578948,10800,1.3955274894366114,"Gmeigüeter, Mastrils"
107,46.97010526315789,9.775789473684211,15780,1.6333885835477728,"Fuotterplatz, Pany"
108,47.07484210526316,6.910947368421053,12840,1.2585041687699565,"Les Royers, Les Vieux-Prés"
109,47.07484210526316,7.149684210526316,8160,1.0248892031715688,"Riedmatt, Erlach"
110,47.07484210526316,7.38842105263158,10020,0.794325861533371,"Hinderholz, Wengi bei Büren"
111,47.07484210526316,7.627157894736843,6540,0.5705259234956813,"Düttisberg 1b, Burgdorf"
112,47.07484210526316,7.865894736842106,6900,0.3661101528464546,"Grüenebode, Eriswil"
113,47.07484210526316,8.10463157894737,7320,0.23783191167439127,"Houete 2, Ruswil"
114,47.07484210526316,8.343368421052633,8280,0.3050933495848823,"Panoramastr. 31, Ebikon"
115,47.07484210526316,8.582105263157896,15840,0.49354882764316005,"Chilenwald, Steinerberg"
116,47.07484210526316,8.820842105263159,9060,0.7128039689365785,"Schützenried, Unteriberg"
117,47.07484210526316,9.059578947368422,8460,0.941583299847829,"Kleinzaun 10, Netstal"
118,47.07484210526316,9.298315789473685,14460,1.174333548243301,"Cällen, Flumserberg Tannenheim"
119,47.17957894736842,6.910947368421053,7860,1.2821097438559355,"Rue de l'Orée, Les Bois"
120,47.17957894736842,7.149684210526316,8160,1.0537412069652712,"Rue de l'Envers 100, Corgémont"
121,47.17957894736842,7.38842105263158,5640,0.8312197223235899,"Hornusserweg 50a, Grenchen"
122,47.17957894736842,7.627157894736843,5460,0.6208643022912282,"Bohlweg 5, Horriwil"
123,47.17957894736842,7.865894736842106,5580,0.4404648640881903,"Lind, Melchnau"
124,47.17957894736842,8.10463157894737,4500,0.3413746778682758,"Infanteriestr. 3, Sursee"
125,47.17957894736842,8.343368421052633,8220,0.3912219375749484,"Dötschen 415, Abtwil"
126,47.17957894736842,8.582105263157896,6900,0.5509656048674103,"Haldenstr. 21, Menzingen"
127,47.17957894736842,8.820842105263159,10380,0.7536989787778091,"Höhgadenstr. 1, Altendorf"
128,47.17957894736842,9.059578947368422,11580,0.9729089181579642,"Strickberg 1446, Rufi"
129,47.17957894736842,9.298315789473685,12780,1.1995965717726418,"Zinggen, Alt St. Johann"
130,47.28431578947368,7.149684210526316,5760,1.0919170279485364,"Sur la Grotte, Lajoux"
131,47.28431578947368,7.38842105263158,4020,0.8791123315293923,"Rue du Crêt 44b, Moutier"
132,47.28431578947368,7.627157894736843,12720,0.6836554296770501,"Hinteregg 4, Rumisberg"
133,47.28431578947368,7.865894736842106,5160,0.5252823632709995,"Obermoos, Riken"
134,47.28431578947368,8.10463157894737,6300,0.4454760771994467,"Rüediwald, Schlossrued"
135,47.28431578947368,8.343368421052633,5220,0.48473381263043247,"Hasli 250, Muri"
136,47.28431578947368,8.582105263157896,5340,0.6208666220809825,"Seestr. 10a, Thalwil"
137,47.28431578947368,8.820842105263159,6840,0.8062099077027339,"Wolf, Hinwil"
138,47.28431578947368,9.059578947368422,13380,1.014132154947588,"Obere Laad 822, Wattwil"
139,47.28431578947368,9.298315789473685,16200,1.2332656646789504,"Petersalp 1116, Urnäsch"
140,47.28431578947368,9.537052631578948,10500,1.4585660530843896,"Bahnhofstr., Rüthi (Rheintal)"
141,47.38905263157895,7.149684210526316,7260,1.1384791051133418,"Le Mennelé, Courgenay"
142,47.38905263157895,7.38842105263158,5640,0.9363174506024947,"Les Orties 5, Soyhières"
143,47.38905263157895,7.627157894736843,4200,0.7558019736562103,"Rosenkranz, Nunningen"
144,47.38905263157895,7.865894736842106,3660,0.6162576068652437,"Alte Hauensteinstr. 25, Läufelfingen"
145,47.38905263157895,8.10463157894737,4080,0.5498188903745653,"Im Lostorf 11, Buchs"
146,47.38905263157895,8.343368421052633,5520,0.5820813911842107,"Badenerstr. 5, Bellikon"
147,47.38905263157895,8.582105263157896,6120,0.6995192915638285,"Zürichbergstr., 8051 Zürich"
148,47.38905263157895,8.820842105263159,8400,0.868231704174503,"Ringmuren, Pfäffikon"
149,47.38905263157895,9.059578947368422,9000,1.0641033335885897,"Chupferhammer 1425, Lütisburg Station"
150,47.38905263157895,9.298315789473685,9600,1.274674890523746,"Sedel 365, Herisau"
151,47.38905263157895,9.537052631578948,13680,1.4937425507984583,"Bächler 1, Altstätten"
152,47.49378947368421,7.149684210526316,7320,1.192445454443827,"Grillon, Beurnevésin"
153,47.49378947368421,7.627157894736843,1920,0.8348820949252009,"Am Rai, Arlesheim"
154,47.49378947368421,7.865894736842106,5100,0.7110308903721037,"Oberi Weid, Buus"
155,47.49378947368421,8.10463157894737,4380,0.6542876288428413,"Müsler, Effingen"
156,47.49378947368421,8.343368421052633,4920,0.6816232353778848,"Gipsstr. 20, Ehrendingen"
157,47.49378947368421,8.582105263157896,8220,0.7842950518229921,"Husacher 155, Embrach"
158,47.49378947368421,8.820842105263159,7680,0.9378794065218785,"Guggenbüel, Elsau"
159,47.49378947368421,9.059578947368422,7860,1.121653865324958,"Hittingen 223, Braunau"
160,47.49378947368421,9.298315789473685,10860,1.3230977158077906,"Held, Bischofszell"
161,47.49378947368421,9.537052631578948,10020,1.5352714082890864,"Bluemenwis, Altenrhein"
162,47.59852631578947,8.820842105263159,8940,1.013582203084814,"Rietwise, Buch bei Frauenfeld"
163,47.59852631578947,9.059578947368422,9120,1.1856806040544194,"Sandplatte, Engwang"
164,47.59852631578947,9.298315789473685,10260,1.3777948565763436,"Röötler, Güttingen"
165,47.70326315789474,8.582105263157896,7620,0.965671032478077,"Ebni-Staag, Beringen"
166,47.70326315789474,8.820842105263159,10080,1.0940839071255348,"Chrüüzbuck, Ramsen"
